MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20120327,NC,9.24,90.76,36.61,0.00,0.00,0.00,2012-03-27,2012-04-02,1
20120320,NC,7.04,92.96,66.22,0.00,0.00,0.00,2012-03-20,2012-03-26,1
20120313,NC,7.04,92.96,55.55,0.00,0.00,0.00,2012-03-13,2012-03-19,1
20120306,NC,12.96,87.04,43.78,0.00,0.00,0.00,2012-03-06,2012-03-12,1
20120228,NC,12.96,87.04,48.65,5.69,0.00,0.00,2012-02-28,2012-03-05,1
20120221,NC,19.80,80.20,48.65,5.69,0.00,0.00,2012-02-21,2012-02-27,1
20120214,NC,20.43,79.57,48.65,5.69,0.00,0.00,2012-02-14,2012-02-20,1
20120207,NC,22.29,77.71,43.65,5.69,0.00,0.00,2012-02-07,2012-02-13,1
20120131,NC,22.29,77.71,31.27,3.10,0.00,0.00,2012-01-31,2012-02-06,1
20120124,NC,35.96,64.04,28.64,1.12,0.00,0.00,2012-01-24,2012-01-30,1
20120117,NC,35.96,64.04,28.64,1.12,0.00,0.00,2012-01-17,2012-01-23,1
20120110,NC,35.96,64.04,26.85,0.00,0.00,0.00,2012-01-10,2012-01-16,1
20120103,NC,52.26,47.74,26.85,0.00,0.00,0.00,2012-01-03,2012-01-09,1
20111227,NC,53.82,46.18,13.75,0.00,0.00,0.00,2011-12-27,2012-01-02,1
20111220,NC,49.90,50.10,14.02,0.00,0.00,0.00,2011-12-20,2011-12-26,1
20111213,NC,49.90,50.10,9.20,0.00,0.00,0.00,2011-12-13,2011-12-19,1
20111206,NC,57.07,42.93,9.28,0.00,0.00,0.00,2011-12-06,2011-12-12,1
20111129,NC,70.68,29.32,9.28,0.00,0.00,0.00,2011-11-29,2011-12-05,1
20111122,NC,59.91,40.09,17.17,0.17,0.00,0.00,2011-11-22,2011-11-28,1
20111115,NC,59.91,40.09,17.17,0.24,0.00,0.00,2011-11-15,2011-11-21,1
20111108,NC,60.84,39.16,13.70,0.18,0.00,0.00,2011-11-08,2011-11-14,1
20111101,NC,58.50,41.50,17.27,0.18,0.00,0.00,2011-11-01,2011-11-07,1
20111025,NC,64.72,35.28,17.24,0.18,0.00,0.00,2011-10-25,2011-10-31,1
20111018,NC,55.37,44.63,19.52,0.22,0.00,0.00,2011-10-18,2011-10-24,1
20111011,NC,46.76,53.24,20.77,0.44,0.00,0.00,2011-10-11,2011-10-17,1
20111004,NC,56.52,43.48,14.46,0.40,0.00,0.00,2011-10-04,2011-10-10,1
20110927,NC,57.13,42.87,14.37,0.39,0.00,0.00,2011-09-27,2011-10-03,1
20110920,NC,45.07,54.93,36.93,2.16,0.00,0.00,2011-09-20,2011-09-26,1
20110913,NC,45.07,54.93,30.55,0.73,0.00,0.00,2011-09-13,2011-09-19,1
20110906,NC,50.09,49.91,25.46,0.73,0.00,0.00,2011-09-06,2011-09-12,1
20110830,NC,40.54,59.46,30.46,0.73,0.00,0.00,2011-08-30,2011-09-05,1
20110823,NC,19.06,80.94,46.41,23.15,3.85,0.00,2011-08-23,2011-08-29,1
20110816,NC,18.34,81.66,47.22,25.81,3.85,0.00,2011-08-16,2011-08-22,1
20110809,NC,14.58,85.42,53.73,29.39,10.56,0.00,2011-08-09,2011-08-15,1
20110802,NC,30.72,69.28,54.06,29.39,10.56,0.00,2011-08-02,2011-08-08,1
20110726,NC,31.19,68.81,53.69,32.52,10.56,0.00,2011-07-26,2011-08-01,1
20110719,NC,28.88,71.12,54.11,32.52,12.35,0.00,2011-07-19,2011-07-25,1
20110712,NC,30.06,69.94,49.62,28.64,10.87,0.00,2011-07-12,2011-07-18,1
20110705,NC,18.61,81.39,64.52,36.75,13.08,0.00,2011-07-05,2011-07-11,1
20110628,NC,19.29,80.71,61.27,34.15,0.00,0.00,2011-06-28,2011-07-04,1
20110621,NC,18.90,81.10,61.27,34.15,0.00,0.00,2011-06-21,2011-06-27,1
20110614,NC,18.47,81.53,52.49,24.94,0.00,0.00,2011-06-14,2011-06-20,1
20110607,NC,19.53,80.47,50.83,14.39,0.00,0.00,2011-06-07,2011-06-13,1
20110531,NC,32.20,67.80,36.70,11.76,0.00,0.00,2011-05-31,2011-06-06,1
20110524,NC,35.09,64.91,37.16,0.00,0.00,0.00,2011-05-24,2011-05-30,1
20110517,NC,34.05,65.95,37.16,0.00,0.00,0.00,2011-05-17,2011-05-23,1
20110510,NC,31.97,68.03,27.51,0.00,0.00,0.00,2011-05-10,2011-05-16,1
20110503,NC,32.01,67.99,27.51,0.00,0.00,0.00,2011-05-03,2011-05-09,1
20110426,NC,33.87,66.13,12.10,0.00,0.00,0.00,2011-04-26,2011-05-02,1
20110419,NC,33.63,66.37,12.10,0.00,0.00,0.00,2011-04-19,2011-04-25,1
20110412,NC,33.63,66.37,27.48,0.00,0.00,0.00,2011-04-12,2011-04-18,1
20110405,NC,28.62,71.38,29.16,0.00,0.00,0.00,2011-04-05,2011-04-11,1
20110329,NC,24.89,75.11,38.37,13.93,0.00,0.00,2011-03-29,2011-04-04,1
20110322,NC,23.86,76.14,39.36,13.93,0.00,0.00,2011-03-22,2011-03-28,1
20110315,NC,23.86,76.14,38.90,13.93,0.00,0.00,2011-03-15,2011-03-21,1
20110308,NC,35.79,64.21,38.90,13.93,0.00,0.00,2011-03-08,2011-03-14,1
20110301,NC,21.10,78.90,52.41,23.96,0.00,0.00,2011-03-01,2011-03-07,1
20110222,NC,21.10,78.90,52.35,23.96,0.00,0.00,2011-02-22,2011-02-28,1
20110215,NC,23.20,76.80,48.76,20.59,0.00,0.00,2011-02-15,2011-02-21,1
20110208,NC,27.33,72.67,38.03,20.59,0.00,0.00,2011-02-08,2011-02-14,1
20110201,NC,17.80,82.20,42.84,22.57,0.00,0.00,2011-02-01,2011-02-07,1
20110125,NC,17.80,82.20,42.84,0.00,0.00,0.00,2011-01-25,2011-01-31,1
20110118,NC,17.80,82.20,39.62,0.00,0.00,0.00,2011-01-18,2011-01-24,1
20110111,NC,31.27,68.73,33.54,0.00,0.00,0.00,2011-01-11,2011-01-17,1
20110104,NC,42.48,57.52,15.40,0.00,0.00,0.00,2011-01-04,2011-01-10,1
20101228,NC,42.54,57.46,14.89,0.00,0.00,0.00,2010-12-28,2011-01-03,1
20101221,NC,37.03,62.97,14.89,0.00,0.00,0.00,2010-12-21,2010-12-27,1
20101214,NC,29.80,70.20,14.89,0.00,0.00,0.00,2010-12-14,2010-12-20,1
20101207,NC,27.08,72.92,14.82,0.00,0.00,0.00,2010-12-07,2010-12-13,1
20101130,NC,21.66,78.34,16.76,0.00,0.00,0.00,2010-11-30,2010-12-06,1
20101123,NC,44.07,55.93,16.76,0.00,0.00,0.00,2010-11-23,2010-11-29,1
20101116,NC,44.42,55.58,13.45,0.00,0.00,0.00,2010-11-16,2010-11-22,1
20101109,NC,51.88,48.12,13.45,0.00,0.00,0.00,2010-11-09,2010-11-15,1
20101102,NC,51.88,48.12,13.45,0.00,0.00,0.00,2010-11-02,2010-11-08,1
20101026,NC,59.19,40.81,14.74,0.00,0.00,0.00,2010-10-26,2010-11-01,1
20101019,NC,59.18,40.82,14.74,0.00,0.00,0.00,2010-10-19,2010-10-25,1
20101012,NC,63.90,36.10,10.58,0.00,0.00,0.00,2010-10-12,2010-10-18,1
20101005,NC,63.90,36.10,7.31,0.00,0.00,0.00,2010-10-05,2010-10-11,1
20100928,NC,7.08,92.92,28.93,0.00,0.00,0.00,2010-09-28,2010-10-04,1
20100921,NC,0.06,99.94,72.61,6.28,0.00,0.00,2010-09-21,2010-09-27,1
20100914,NC,8.07,91.93,28.68,2.78,0.00,0.00,2010-09-14,2010-09-20,1
20100907,NC,29.32,70.68,21.26,2.78,0.00,0.00,2010-09-07,2010-09-13,1
20100831,NC,37.30,62.70,11.35,1.10,0.00,0.00,2010-08-31,2010-09-06,1
20100824,NC,44.09,55.91,11.35,1.10,0.00,0.00,2010-08-24,2010-08-30,1
20100817,NC,27.38,72.62,32.26,1.91,0.00,0.00,2010-08-17,2010-08-23,1
20100810,NC,28.66,71.34,32.26,1.91,0.00,0.00,2010-08-10,2010-08-16,1
20100803,NC,30.57,69.43,28.97,1.91,0.00,0.00,2010-08-03,2010-08-09,1
20100727,NC,18.70,81.30,30.24,2.45,0.00,0.00,2010-07-27,2010-08-02,1
20100720,NC,21.17,78.83,13.24,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100713,NC,21.17,78.83,13.24,0.00,0.00,0.00,2010-07-13,2010-07-19,1
20100706,NC,28.73,71.27,13.24,0.00,0.00,0.00,2010-07-06,2010-07-12,1
20100629,NC,55.98,44.02,0.00,0.00,0.00,0.00,2010-06-29,2010-07-05,1
20100622,NC,81.13,18.87,0.00,0.00,0.00,0.00,2010-06-22,2010-06-28,1
20100615,NC,89.78,10.22,0.00,0.00,0.00,0.00,2010-06-15,2010-06-21,1
20100608,NC,93.20,6.80,0.00,0.00,0.00,0.00,2010-06-08,2010-06-14,1
20100601,NC,94.02,5.98,0.00,0.00,0.00,0.00,2010-06-01,2010-06-07,1
20100525,NC,93.62,6.38,0.00,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100518,NC,64.83,35.17,0.00,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100511,NC,28.76,71.24,0.00,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100504,NC,39.17,60.83,0.00,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100427,NC,74.32,25.68,0.00,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100420,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100413,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100406,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100330,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100323,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100316,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100309,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100302,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100223,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100216,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100209,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100202,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100126,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100119,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100112,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100105,NC,100.00,0.00,0.00,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20091229,NC,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091222,NC,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091215,NC,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091208,NC,100.00,0.00,0.00,0.00,0.00,0.00,2009-12-08,2009-12-14,1
20091201,NC,93.70,6.30,0.00,0.00,0.00,0.00,2009-12-01,2009-12-07,1
20091124,NC,93.70,6.30,0.00,0.00,0.00,0.00,2009-11-24,2009-11-30,1
20091117,NC,82.18,17.82,0.00,0.00,0.00,0.00,2009-11-17,2009-11-23,1
20091110,NC,48.54,51.46,30.18,0.00,0.00,0.00,2009-11-10,2009-11-16,1
20091103,NC,48.54,51.46,30.18,0.00,0.00,0.00,2009-11-03,2009-11-09,1
20091027,NC,43.53,56.47,34.91,0.00,0.00,0.00,2009-10-27,2009-11-02,1
20091020,NC,51.45,48.55,26.42,0.00,0.00,0.00,2009-10-20,2009-10-26,1
20091013,NC,51.45,48.55,13.83,0.00,0.00,0.00,2009-10-13,2009-10-19,1
20091006,NC,51.39,48.61,13.92,0.00,0.00,0.00,2009-10-06,2009-10-12,1
20090929,NC,51.28,48.72,14.15,0.03,0.00,0.00,2009-09-29,2009-10-05,1
20090922,NC,35.78,64.22,26.90,0.03,0.00,0.00,2009-09-22,2009-09-28,1
20090915,NC,40.31,59.69,20.83,0.00,0.00,0.00,2009-09-15,2009-09-21,1
20090908,NC,42.54,57.46,6.96,0.00,0.00,0.00,2009-09-08,2009-09-14,1
20090901,NC,35.87,64.13,3.74,0.00,0.00,0.00,2009-09-01,2009-09-07,1
20090825,NC,35.87,64.13,3.74,0.00,0.00,0.00,2009-08-25,2009-08-31,1
20090818,NC,27.21,72.79,6.10,0.00,0.00,0.00,2009-08-18,2009-08-24,1
20090811,NC,31.66,68.34,0.00,0.00,0.00,0.00,2009-08-11,2009-08-17,1
20090804,NC,31.66,68.34,0.00,0.00,0.00,0.00,2009-08-04,2009-08-10,1
20090728,NC,29.12,70.88,0.00,0.00,0.00,0.00,2009-07-28,2009-08-03,1
20090721,NC,25.27,74.73,0.00,0.00,0.00,0.00,2009-07-21,2009-07-27,1
20090714,NC,37.41,62.59,0.00,0.00,0.00,0.00,2009-07-14,2009-07-20,1
20090707,NC,49.08,50.92,0.00,0.00,0.00,0.00,2009-07-07,2009-07-13,1
20090630,NC,56.17,43.83,0.00,0.00,0.00,0.00,2009-06-30,2009-07-06,1
20090623,NC,87.74,12.26,0.00,0.00,0.00,0.00,2009-06-23,2009-06-29,1
20090616,NC,87.76,12.24,0.00,0.00,0.00,0.00,2009-06-16,2009-06-22,1
20090609,NC,87.76,12.24,0.00,0.00,0.00,0.00,2009-06-09,2009-06-15,1
20090602,NC,85.05,14.95,0.00,0.00,0.00,0.00,2009-06-02,2009-06-08,1
20090526,NC,89.77,10.23,0.00,0.00,0.00,0.00,2009-05-26,2009-06-01,1
20090519,NC,87.26,12.74,0.00,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090512,NC,53.74,46.26,0.00,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090505,NC,43.55,56.45,9.26,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090428,NC,40.35,59.65,11.58,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090421,NC,58.32,41.68,11.58,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090414,NC,58.24,41.76,11.58,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090407,NC,57.78,42.22,18.54,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090331,NC,58.06,41.94,18.79,0.60,0.00,0.00,2009-03-31,2009-04-06,1
20090324,NC,37.45,62.55,21.16,7.72,0.00,0.00,2009-03-24,2009-03-30,1
20090317,NC,35.45,64.55,21.16,8.52,0.05,0.00,2009-03-17,2009-03-23,1
20090310,NC,9.16,90.84,32.47,8.52,0.05,0.00,2009-03-10,2009-03-16,1
20090303,NC,9.16,90.84,32.47,8.52,0.05,0.00,2009-03-03,2009-03-09,1
20090224,NC,0.00,100.00,52.84,10.64,0.05,0.00,2009-02-24,2009-03-02,1
20090217,NC,0.00,100.00,52.84,10.64,0.05,0.00,2009-02-17,2009-02-23,1
20090210,NC,0.00,100.00,32.25,6.49,0.00,0.00,2009-02-10,2009-02-16,1
20090203,NC,61.92,38.08,22.99,6.49,0.00,0.00,2009-02-03,2009-02-09,1
20090127,NC,62.18,37.82,19.73,5.33,0.02,0.00,2009-01-27,2009-02-02,1
20090120,NC,77.12,22.88,17.33,5.33,0.02,0.00,2009-01-20,2009-01-26,1
20090113,NC,77.12,22.88,17.09,4.87,0.02,0.00,2009-01-13,2009-01-19,1
20090106,NC,76.72,23.28,18.39,7.22,0.00,0.00,2009-01-06,2009-01-12,1
20081230,NC,76.72,23.28,18.39,7.22,0.00,0.00,2008-12-30,2009-01-05,1
20081223,NC,65.59,34.41,18.39,10.89,6.83,0.00,2008-12-23,2008-12-29,1
20081216,NC,65.59,34.41,18.39,11.15,7.70,0.00,2008-12-16,2008-12-22,1
20081209,NC,42.42,57.58,31.14,16.84,11.02,8.29,2008-12-09,2008-12-15,1
20081202,NC,42.43,57.57,31.16,16.83,11.08,8.30,2008-12-02,2008-12-08,1
20081125,NC,42.45,57.55,31.16,16.83,11.08,8.30,2008-11-25,2008-12-01,1
20081118,NC,42.45,57.55,31.16,16.83,11.08,3.89,2008-11-18,2008-11-24,1
20081111,NC,35.28,64.72,45.91,19.47,11.08,3.89,2008-11-11,2008-11-17,1
20081104,NC,35.28,64.72,45.91,19.47,11.08,2.54,2008-11-04,2008-11-10,1
20081028,NC,40.65,59.35,45.91,19.47,11.08,0.03,2008-10-28,2008-11-03,1
20081021,NC,40.21,59.79,46.31,20.70,11.08,0.04,2008-10-21,2008-10-27,1
20081014,NC,40.25,59.75,46.29,20.69,11.08,0.04,2008-10-14,2008-10-20,1
20081007,NC,40.20,59.80,46.15,20.48,10.85,0.03,2008-10-07,2008-10-13,1
20080930,NC,40.20,59.80,46.15,20.48,10.85,0.03,2008-09-30,2008-10-06,1
20080923,NC,24.72,75.28,53.30,24.07,10.85,0.03,2008-09-23,2008-09-29,1
20080916,NC,16.62,83.38,56.79,24.24,10.95,0.02,2008-09-16,2008-09-22,1
20080909,NC,16.62,83.38,56.79,30.47,14.93,0.02,2008-09-09,2008-09-15,1
20080902,NC,4.51,95.49,81.99,34.95,14.93,0.02,2008-09-02,2008-09-08,1
20080826,NC,4.51,95.49,79.06,48.57,29.90,0.02,2008-08-26,2008-09-01,1
20080819,NC,0.00,100.00,73.12,43.47,29.90,17.12,2008-08-19,2008-08-25,1
20080812,NC,0.00,100.00,73.94,42.90,29.97,13.75,2008-08-12,2008-08-18,1
20080805,NC,0.00,100.00,73.59,35.06,27.26,13.75,2008-08-05,2008-08-11,1
20080729,NC,0.00,100.00,86.63,37.51,28.79,13.75,2008-07-29,2008-08-04,1
20080722,NC,0.00,100.00,86.63,37.51,28.79,13.75,2008-07-22,2008-07-28,1
20080715,NC,0.00,100.00,85.54,37.51,28.79,6.64,2008-07-15,2008-07-21,1
20080708,NC,0.00,100.00,89.82,44.15,28.79,6.64,2008-07-08,2008-07-14,1
20080701,NC,0.00,100.00,99.59,61.90,30.31,6.64,2008-07-01,2008-07-07,1
20080624,NC,0.00,100.00,96.93,48.64,30.06,6.42,2008-06-24,2008-06-30,1
20080617,NC,0.00,100.00,96.93,48.64,28.68,2.58,2008-06-17,2008-06-23,1
20080610,NC,2.95,97.05,65.45,38.62,21.46,0.00,2008-06-10,2008-06-16,1
20080603,NC,25.87,74.13,45.82,32.57,16.18,0.00,2008-06-03,2008-06-09,1
20080527,NC,25.87,74.13,45.82,32.60,16.18,0.00,2008-05-27,2008-06-02,1
20080520,NC,25.87,74.13,44.99,25.33,8.11,0.00,2008-05-20,2008-05-26,1
20080513,NC,18.59,81.41,49.21,27.37,8.41,0.00,2008-05-13,2008-05-19,1
20080506,NC,12.14,87.86,50.56,25.25,6.97,0.00,2008-05-06,2008-05-12,1
20080429,NC,12.14,87.86,50.56,25.25,6.77,0.00,2008-04-29,2008-05-05,1
20080422,NC,12.14,87.86,66.65,34.10,4.94,0.00,2008-04-22,2008-04-28,1
20080415,NC,0.00,100.00,70.90,46.03,4.94,0.00,2008-04-15,2008-04-21,1
20080408,NC,0.00,100.00,70.90,46.03,5.10,0.00,2008-04-08,2008-04-14,1
20080401,NC,0.00,100.00,89.82,68.59,30.92,0.00,2008-04-01,2008-04-07,1
20080325,NC,0.00,100.00,89.82,67.10,30.92,0.00,2008-03-25,2008-03-31,1
20080318,NC,0.00,100.00,89.82,73.02,31.05,0.00,2008-03-18,2008-03-24,1
20080311,NC,0.00,100.00,89.82,73.02,31.05,0.00,2008-03-11,2008-03-17,1
20080304,NC,0.00,100.00,98.76,87.67,61.25,26.27,2008-03-04,2008-03-10,1
20080226,NC,0.00,100.00,98.76,87.67,61.25,26.27,2008-02-26,2008-03-03,1
20080219,NC,0.00,100.00,100.00,100.00,78.55,46.16,2008-02-19,2008-02-25,1
20080212,NC,0.00,100.00,100.00,100.00,85.25,49.19,2008-02-12,2008-02-18,1
20080205,NC,0.00,100.00,100.00,100.00,85.25,49.19,2008-02-05,2008-02-11,1
20080129,NC,0.00,100.00,100.00,100.00,85.40,49.31,2008-01-29,2008-02-04,1
20080122,NC,0.00,100.00,100.00,100.00,81.73,46.04,2008-01-22,2008-01-28,1
20080115,NC,0.00,100.00,100.00,100.00,83.50,46.04,2008-01-15,2008-01-21,1
20080108,NC,0.00,100.00,100.00,100.00,83.66,51.32,2008-01-08,2008-01-14,1
20080101,NC,0.00,100.00,100.00,100.00,83.66,51.25,2008-01-01,2008-01-07,1
20071225,NC,0.00,100.00,100.00,100.00,84.04,66.20,2007-12-25,2007-12-31,1
20071218,NC,0.00,100.00,100.00,100.00,84.04,66.20,2007-12-18,2007-12-24,1
20071211,NC,0.00,100.00,100.00,100.00,84.04,66.20,2007-12-11,2007-12-17,1
20071204,NC,0.00,100.00,100.00,99.53,81.88,56.23,2007-12-04,2007-12-10,1
20071127,NC,0.00,100.00,100.00,99.53,81.88,46.14,2007-11-27,2007-12-03,1
20071120,NC,0.00,100.00,100.00,94.40,68.50,41.90,2007-11-20,2007-11-26,1
20071113,NC,0.00,100.00,100.00,87.23,46.53,20.35,2007-11-13,2007-11-19,1
20071106,NC,0.00,100.00,100.00,79.27,43.31,16.93,2007-11-06,2007-11-12,1
20071030,NC,0.00,100.00,100.00,72.91,37.82,12.86,2007-10-30,2007-11-05,1
20071023,NC,0.00,100.00,100.00,100.00,84.76,56.53,2007-10-23,2007-10-29,1
20071016,NC,0.00,100.00,100.00,100.00,84.64,54.31,2007-10-16,2007-10-22,1
20071009,NC,0.00,100.00,100.00,92.76,79.44,38.72,2007-10-09,2007-10-15,1
20071002,NC,0.00,100.00,100.00,92.76,79.44,37.74,2007-10-02,2007-10-08,1
20070925,NC,0.00,100.00,100.00,92.76,75.10,4.04,2007-09-25,2007-10-01,1
20070918,NC,0.00,100.00,100.00,96.18,77.37,4.04,2007-09-18,2007-09-24,1
20070911,NC,0.00,100.00,100.00,96.18,77.84,7.59,2007-09-11,2007-09-17,1
20070904,NC,0.00,100.00,100.00,90.95,61.56,5.00,2007-09-04,2007-09-10,1
20070828,NC,0.00,100.00,100.00,75.20,30.40,9.68,2007-08-28,2007-09-03,1
20070821,NC,0.00,100.00,100.00,74.61,29.87,9.56,2007-08-21,2007-08-27,1
20070814,NC,0.00,100.00,89.85,61.35,12.31,0.00,2007-08-14,2007-08-20,1
20070807,NC,0.00,100.00,88.20,18.10,3.66,0.00,2007-08-07,2007-08-13,1
20070731,NC,0.00,100.00,88.20,19.81,3.08,0.00,2007-07-31,2007-08-06,1
20070724,NC,0.00,100.00,76.70,10.43,3.08,0.00,2007-07-24,2007-07-30,1
20070717,NC,1.03,98.97,76.67,10.43,3.08,0.00,2007-07-17,2007-07-23,1
20070710,NC,0.70,99.30,73.55,10.33,3.12,0.00,2007-07-10,2007-07-16,1
20070703,NC,0.64,99.36,53.27,10.12,3.12,0.00,2007-07-03,2007-07-09,1
20070626,NC,0.01,99.99,63.41,14.72,3.88,0.00,2007-06-26,2007-07-02,1
20070619,NC,7.40,92.60,49.17,14.72,5.30,0.00,2007-06-19,2007-06-25,1
20070612,NC,7.40,92.60,48.80,14.68,5.28,0.00,2007-06-12,2007-06-18,1
20070605,NC,7.40,92.60,48.80,11.61,4.75,0.00,2007-06-05,2007-06-11,1
20070529,NC,7.40,92.60,76.28,11.61,4.75,0.00,2007-05-29,2007-06-04,1
20070522,NC,18.01,81.99,58.47,7.54,1.03,0.00,2007-05-22,2007-05-28,1
20070515,NC,17.88,82.12,43.58,7.53,0.00,0.00,2007-05-15,2007-05-21,1
20070508,NC,10.02,89.98,21.66,6.49,0.00,0.00,2007-05-08,2007-05-14,1
20070501,NC,39.12,60.88,21.66,6.49,0.00,0.00,2007-05-01,2007-05-07,1
20070424,NC,72.85,27.15,14.68,2.66,0.00,0.00,2007-04-24,2007-04-30,1
20070417,NC,72.85,27.15,14.54,0.00,0.00,0.00,2007-04-17,2007-04-23,1
20070410,NC,3.51,96.49,18.86,0.00,0.00,0.00,2007-04-10,2007-04-16,1
20070403,NC,5.82,94.18,9.17,0.00,0.00,0.00,2007-04-03,2007-04-09,1
20070327,NC,0.95,99.05,11.52,0.00,0.00,0.00,2007-03-27,2007-04-02,1
20070320,NC,3.63,96.37,11.59,0.00,0.00,0.00,2007-03-20,2007-03-26,1
20070313,NC,8.97,91.03,11.59,0.00,0.00,0.00,2007-03-13,2007-03-19,1
20070306,NC,91.82,8.18,0.96,0.00,0.00,0.00,2007-03-06,2007-03-12,1
20070227,NC,83.80,16.20,3.52,0.00,0.00,0.00,2007-02-27,2007-03-05,1
20070220,NC,83.80,16.20,3.59,0.00,0.00,0.00,2007-02-20,2007-02-26,1
20070213,NC,84.94,15.06,3.22,0.00,0.00,0.00,2007-02-13,2007-02-19,1
20070206,NC,96.37,3.63,0.00,0.00,0.00,0.00,2007-02-06,2007-02-12,1
20070130,NC,100.00,0.00,0.00,0.00,0.00,0.00,2007-01-30,2007-02-05,1
20070123,NC,100.00,0.00,0.00,0.00,0.00,0.00,2007-01-23,2007-01-29,1
20070116,NC,98.60,1.40,0.00,0.00,0.00,0.00,2007-01-16,2007-01-22,1
20070109,NC,98.53,1.47,0.00,0.00,0.00,0.00,2007-01-09,2007-01-15,1
20070102,NC,98.53,1.47,0.00,0.00,0.00,0.00,2007-01-02,2007-01-08,1
20061226,NC,98.53,1.47,0.00,0.00,0.00,0.00,2006-12-26,2007-01-01,1
20061219,NC,98.53,1.47,0.00,0.00,0.00,0.00,2006-12-19,2006-12-25,1
20061212,NC,100.00,0.00,0.00,0.00,0.00,0.00,2006-12-12,2006-12-18,1
20061205,NC,100.00,0.00,0.00,0.00,0.00,0.00,2006-12-05,2006-12-11,1
20061128,NC,100.00,0.00,0.00,0.00,0.00,0.00,2006-11-28,2006-12-04,1
20061121,NC,100.00,0.00,0.00,0.00,0.00,0.00,2006-11-21,2006-11-27,1
20061114,NC,99.36,0.64,0.00,0.00,0.00,0.00,2006-11-14,2006-11-20,1
20061107,NC,99.36,0.64,0.00,0.00,0.00,0.00,2006-11-07,2006-11-13,1
20061031,NC,96.51,3.49,0.00,0.00,0.00,0.00,2006-10-31,2006-11-06,1
20061024,NC,94.85,5.15,0.00,0.00,0.00,0.00,2006-10-24,2006-10-30,1
20061017,NC,94.81,5.19,0.73,0.00,0.00,0.00,2006-10-17,2006-10-23,1
20061010,NC,94.81,5.19,0.73,0.00,0.00,0.00,2006-10-10,2006-10-16,1
20061003,NC,95.07,4.93,0.11,0.00,0.00,0.00,2006-10-03,2006-10-09,1
20060926,NC,95.48,4.52,0.00,0.00,0.00,0.00,2006-09-26,2006-10-02,1
20060919,NC,95.83,4.17,0.92,0.00,0.00,0.00,2006-09-19,2006-09-25,1
20060912,NC,54.25,45.75,3.55,0.00,0.00,0.00,2006-09-12,2006-09-18,1
20060905,NC,44.27,55.73,5.31,0.00,0.00,0.00,2006-09-05,2006-09-11,1
20060829,NC,37.11,62.89,23.54,0.00,0.00,0.00,2006-08-29,2006-09-04,1
20060822,NC,32.78,67.22,17.21,0.00,0.00,0.00,2006-08-22,2006-08-28,1
20060815,NC,52.35,47.65,10.87,0.00,0.00,0.00,2006-08-15,2006-08-21,1
20060808,NC,64.36,35.64,21.12,0.00,0.00,0.00,2006-08-08,2006-08-14,1
20060801,NC,68.14,31.86,16.39,0.00,0.00,0.00,2006-08-01,2006-08-07,1
